"","Date","Team","Opponent","Location","Result","TeamScore","OppScore"
"430",2016-12-01,"Arkansas","SFA","H","W",78,62
"431",2016-12-03,"Arkansas","Austin Peay","H","W",99,62
"432",2016-12-06,"Arkansas","Houston","H","W",84,72
"433",2016-12-10,"Arkansas","North Florida","H","W",91,76
"434",2016-12-17,"Arkansas","Texas","N","W",77,74
"435",2016-12-20,"Arkansas","North Dakota St.","H","W",71,55
"436",2016-12-22,"Arkansas","Sam Houston St.","N","W",90,56
"437",2016-12-29,"Arkansas","Florida","H","L",72,81
"438",2017-01-03,"Arkansas","Tennessee","A","W",82,78
"439",2017-01-07,"Arkansas","Kentucky","A","L",71,97
"440",2017-01-10,"Arkansas","Mississippi St.","H","L",78,84
"441",2017-01-14,"Arkansas","Missouri","H","W",92,73
"442",2017-01-17,"Arkansas","Texas A&M","A","W",62,60
"443",2017-01-21,"Arkansas","LSU","H","W",99,86
"444",2017-01-24,"Arkansas","Vanderbilt","A","W",71,70
"445",2017-01-28,"Arkansas","Oklahoma St.","A","L",71,99
"446",2017-02-01,"Arkansas","Alabama","H","W",87,68
"447",2017-02-04,"Arkansas","Missouri","A","L",78,83
"448",2017-02-07,"Arkansas","Vanderbilt","H","L",59,72
"449",2017-02-11,"Arkansas","LSU","A","W",78,70
"450",2017-02-15,"Arkansas","South Carolina","A","W",83,76
"451",2017-02-18,"Arkansas","Ole Miss","H","W",98,80
"452",2017-02-22,"Arkansas","Texas A&M","H","-",NA,NA
"453",2017-02-25,"Arkansas","Auburn","A","-",NA,NA
"454",2017-03-01,"Arkansas","Florida","A","-",NA,NA
"455",2017-03-04,"Arkansas","Georgia","H","-",NA,NA
"456",2016-11-11,"Arkansas St.","North Dakota St.","A","L",66,76
"457",2016-11-14,"Arkansas St.","Central Baptist","H","W",100,57
"458",2016-11-17,"Arkansas St.","Georgetown","A","W",78,72
"459",2016-11-19,"Arkansas St.","Army West Point","A","W",60,57
"460",2016-11-20,"Arkansas St.","Chattanooga","N","W",73,67
"461",2016-11-22,"Arkansas St.","SIUE","H","W",75,57
"462",2016-11-27,"Arkansas St.","Lehigh","H","W",97,89
"463",2016-11-30,"Arkansas St.","Cleveland St.","H","W",78,51
"464",2016-12-03,"Arkansas St.","TCU","A","L",54,77
"465",2016-12-14,"Arkansas St.","UT Martin","A","W",87,68
"466",2016-12-16,"Arkansas St.","Central Ark.","A","W",89,77
"467",2016-12-21,"Arkansas St.","Alabama","N","L",52,67
"468",2016-12-23,"Arkansas St.","Minnesota","A","L",75,82
"469",2016-12-31,"Arkansas St.","Louisiana","H","W",74,71
"470",2017-01-02,"Arkansas St.","La.-Monroe","H","W",76,45
"471",2017-01-07,"Arkansas St.","Coastal Caro.","A","L",65,80
"472",2017-01-09,"Arkansas St.","Appalachian St.","A","L",57,70
"473",2017-01-14,"Arkansas St.","Little Rock","A","W",77,72
"474",2017-01-21,"Arkansas St.","Troy","H","W",82,80
"475",2017-01-23,"Arkansas St.","South Ala.","H","W",74,62
"476",2017-01-28,"Arkansas St.","La.-Monroe","A","W",73,63
"477",2017-01-30,"Arkansas St.","Louisiana","A","W",88,69
"478",2017-02-04,"Arkansas St.","Appalachian St.","H","W",79,78
"479",2017-02-06,"Arkansas St.","Coastal Caro.","H","W",67,57
"480",2017-02-11,"Arkansas St.","UT Arlington","A","L",75,81
"481",2017-02-13,"Arkansas St.","Texas St.","A","L",58,62
"482",2017-02-17,"Arkansas St.","Little Rock","H","W",67,58
"483",2017-02-25,"Arkansas St.","Ga. Southern","H","-",NA,NA
"484",2017-02-27,"Arkansas St.","Georgia St.","H","-",NA,NA
"485",2017-03-02,"Arkansas St.","Troy","A","-",NA,NA
"486",2017-03-04,"Arkansas St.","South Ala.","A","-",NA,NA
"487",2016-11-11,"Army West Point","Oregon","A","L",77,91
"488",2016-11-15,"Army West Point","Mt. St. Mary (NY)","H","W",91,53
"489",2016-11-19,"Army West Point","Arkansas St.","H","L",57,60
"490",2016-11-20,"Army West Point","Central Ark.","H","L",76,81
"491",2016-11-23,"Army West Point","Columbia","A","W",88,83
"492",2016-11-26,"Army West Point","Fairfield","A","L",74,75
"493",2016-11-30,"Army West Point","Fairleigh Dickinson","H","W",97,78
"494",2016-12-03,"Army West Point","St. Francis Brooklyn","H","W",76,56
"495",2016-12-07,"Army West Point","Air Force","H","W",79,71
"496",2016-12-10,"Army West Point","Monmouth","A","L",71,81
"497",2016-12-19,"Army West Point","St. Bonaventure","A","L",83,92
"498",2016-12-21,"Army West Point","Binghamton","H","W",71,60
"499",2016-12-30,"Army West Point","Lehigh","H","L",59,66
"500",2017-01-02,"Army West Point","Bucknell","A","L",76,84
"501",2017-01-05,"Army West Point","Lafayette","A","L",74,79
"502",2017-01-08,"Army West Point","Loyola Maryland","H","W",66,57
"503",2017-01-11,"Army West Point","Colgate","H","L",76,79
"504",2017-01-14,"Army West Point","American","A","W",53,49
"505",2017-01-18,"Army West Point","Holy Cross","H","L",76,85
"506",2017-01-21,"Army West Point","Navy","H","L",80,96
"507",2017-01-25,"Army West Point","Boston U.","A","L",89,90
"508",2017-01-28,"Army West Point","Bucknell","H","L",75,96
"509",2017-02-01,"Army West Point","Lafayette","H","W",80,73
"510",2017-02-04,"Army West Point","Loyola Maryland","A","L",63,78
"511",2017-02-08,"Army West Point","Colgate","A","L",58,70
"512",2017-02-11,"Army West Point","American","H","L",58,61
"513",2017-02-15,"Army West Point","Holy Cross","A","W",52,47
"514",2017-02-18,"Army West Point","Navy","A","W",71,68
"515",2017-02-22,"Army West Point","Boston U.","H","-",NA,NA
"516",2017-02-25,"Army West Point","Lehigh","A","-",NA,NA
"517",2016-11-11,"Auburn","North Florida","H","W",83,66
"518",2016-11-14,"Auburn","Georgia St.","H","W",83,65
"519",2016-11-17,"Auburn","Eastern Ky.","H","W",85,64
"520",2016-11-22,"Auburn","Texas Tech","N","W",67,65
"521",2016-11-23,"Auburn","Purdue","N","L",71,96
"522",2016-11-29,"Auburn","USC Upstate","H","W",90,83
"523",2016-12-03,"Auburn","UAB","A","W",74,70
"524",2016-12-12,"Auburn","Boston College","N","L",71,72
"525",2016-12-15,"Auburn","Coastal Caro.","H","W",117,72
"526",2016-12-18,"Auburn","Mercer","H","W",76,74
"527",2016-12-21,"Auburn","Oklahoma","N","W",74,70
"528",2016-12-23,"Auburn","UConn","A","W",70,67
"529",2016-12-29,"Auburn","Georgia","H","L",84,96
"530",2017-01-04,"Auburn","Vanderbilt","A","L",61,80
"531",2017-01-07,"Auburn","Ole Miss","H","L",85,88
"532",2017-01-10,"Auburn","Missouri","A","W",77,72
"533",2017-01-14,"Auburn","Kentucky","A","L",72,92
"534",2017-01-18,"Auburn","LSU","H","W",78,74
"535",2017-01-21,"Auburn","Alabama","H","W",84,64
"536",2017-01-24,"Auburn","South Carolina","A","L",69,98
"537",2017-01-28,"Auburn","TCU","A","W",88,80
"538",2017-01-31,"Auburn","Tennessee","H","L",77,87
"539",2017-02-04,"Auburn","Alabama","A","W",82,77
"540",2017-02-07,"Auburn","Mississippi St.","H","W",98,92
"541",2017-02-11,"Auburn","Ole Miss","A","L",84,90
"542",2017-02-14,"Auburn","Florida","H","L",95,114
"543",2017-02-18,"Auburn","Texas A&M","A","L",62,81
"544",2017-02-21,"Auburn","LSU","A","-",NA,NA
"545",2017-02-25,"Auburn","Arkansas","H","-",NA,NA
"546",2017-03-01,"Auburn","Georgia","A","-",NA,NA
"547",2017-03-04,"Auburn","Missouri","H","-",NA,NA
"548",2016-11-11,"Austin Peay","Dayton","A","L",68,96
"549",2016-11-14,"Austin Peay","Oakland City","H","W",107,67
"550",2016-11-18,"Austin Peay","Northern Ky.","N","W",77,69
"551",2016-11-19,"Austin Peay","Miami (OH)","A","L",70,76
"552",2016-11-20,"Austin Peay","Delaware","N","W",76,75
"553",2016-11-26,"Austin Peay","Spalding","H","W",82,63
"554",2016-11-30,"Austin Peay","Fort Wayne","H","L",99,103
"555",2016-12-03,"Austin Peay","Arkansas","A","L",62,99
"556",2016-12-10,"Austin Peay","Fort Wayne","A","L",58,98
"557",2016-12-15,"Austin Peay","Wofford","A","L",77,96
"558",2016-12-17,"Austin Peay","Evansville","H","L",69,77
"559",2016-12-20,"Austin Peay","Lipscomb","H","L",85,99
"560",2016-12-22,"Austin Peay","Indiana","A","L",62,97
"561",2016-12-28,"Austin Peay","Western Ky.","A","L",92,97
"562",2016-12-31,"Austin Peay","Belmont","H","L",77,82
"563",2017-01-05,"Austin Peay","Tennessee Tech","A","L",67,76
"564",2017-01-07,"Austin Peay","Jacksonville St.","A","L",68,71
"565",2017-01-12,"Austin Peay","SIUE","A","W",83,81
"566",2017-01-14,"Austin Peay","Eastern Ill.","A","W",92,84
"567",2017-01-19,"Austin Peay","Morehead St.","H","L",82,89
"568",2017-01-21,"Austin Peay","Murray St.","H","W",84,81
"569",2017-01-26,"Austin Peay","UT Martin","H","L",79,85
"570",2017-01-28,"Austin Peay","Southeast Mo. St.","H","L",71,82
"571",2017-02-01,"Austin Peay","Eastern Ky.","A","W",83,81
"572",2017-02-04,"Austin Peay","Tennessee St.","H","L",66,70
"573",2017-02-11,"Austin Peay","Murray St.","A","L",58,102
"574",2017-02-16,"Austin Peay","Eastern Ill.","H","W",85,80
"575",2017-02-18,"Austin Peay","SIUE","H","W",92,84
"576",2017-02-23,"Austin Peay","UT Martin","A","-",NA,NA
"577",2017-02-25,"Austin Peay","Southeast Mo. St.","A","-",NA,NA
"578",2016-11-14,"BYU","Princeton","H","W",82,73
"579",2016-11-17,"BYU","Coppin St.","H","W",96,59
"580",2016-11-19,"BYU","Coastal Caro.","H","W",81,65
"581",2016-11-21,"BYU","Saint Louis","N","W",92,62
"582",2016-11-23,"BYU","Valparaiso","N","L",89,92
"583",2016-11-26,"BYU","Utah Valley","H","L",101,114
"584",2016-11-30,"BYU","Utah St.","N","W",77,63
"585",2016-12-03,"BYU","Southern California","N","L",84,91
"586",2016-12-07,"BYU","Weber St.","H","W",77,66
"587",2016-12-10,"BYU","Colorado","H","W",79,71
"588",2016-12-17,"BYU","Illinois","N","L",73,75
"589",2016-12-20,"BYU","Idaho St.","H","W",84,58
"590",2016-12-22,"BYU","CSU Bakersfield","H","W",81,71
"591",2016-12-29,"BYU","Santa Clara","H","W",89,59
"592",2016-12-31,"BYU","Loyola Marymount","A","W",81,76
"593",2017-01-05,"BYU","St. Mary's (CA)","A","L",68,81
"594",2017-01-07,"BYU","Pacific","H","W",91,62
"595",2017-01-12,"BYU","San Francisco","H","W",85,75
"596",2017-01-14,"BYU","San Diego","A","L",75,88
"597",2017-01-19,"BYU","Pepperdine","H","W",99,70
"598",2017-01-21,"BYU","Pacific","A","W",62,47
"599",2017-01-26,"BYU","Santa Clara","A","L",68,76
"600",2017-01-28,"BYU","Loyola Marymount","H","W",85,77
"601",2017-02-02,"BYU","Gonzaga","H","L",75,85
"602",2017-02-04,"BYU","Portland","H","W",73,62
"603",2017-02-09,"BYU","Pepperdine","A","L",83,99
"604",2017-02-11,"BYU","San Francisco","A","W",68,52
"605",2017-02-16,"BYU","San Diego","H","W",82,70
"606",2017-02-18,"BYU","St. Mary's (CA)","H","L",57,70
"607",2017-02-23,"BYU","Portland","A","-",NA,NA
"608",2017-02-25,"BYU","Gonzaga","A","-",NA,NA
"609",2016-11-11,"Ball St.","Saint Louis","A","W",85,64
"610",2016-11-15,"Ball St.","Indiana St.","H","L",74,80
"611",2016-11-18,"Ball St.","Alabama","A","L",59,77
"612",2016-11-21,"Ball St.","Coppin St.","N","W",79,77
"613",2016-11-23,"Ball St.","Southern Utah","N","W",94,83
"614",2016-11-27,"Ball St.","Valparaiso","A","L",73,79
"615",2016-11-29,"Ball St.","Ind.-Kokomo","H","W",92,52
"616",2016-12-03,"Ball St.","IUPUI","H","L",62,73
"617",2016-12-06,"Ball St.","Bradley","H","W",80,63
"618",2016-12-10,"Ball St.","Eastern Ky.","H","W",91,86
"619",2016-12-19,"Ball St.","Longwood","H","W",61,45
"620",2016-12-22,"Ball St.","Alabama St.","H","W",73,48
"621",2016-12-29,"Ball St.","North Florida","A","W",73,68
"622",2017-01-03,"Ball St.","Kent St.","A","L",90,100
"623",2017-01-07,"Ball St.","Bowling Green","H","L",71,76
"624",2017-01-10,"Ball St.","Miami (OH)","H","W",85,74
"625",2017-01-14,"Ball St.","Buffalo","A","W",92,77
"626",2017-01-17,"Ball St.","Central Mich.","H","W",98,83
"627",2017-01-21,"Ball St.","Bowling Green","A","L",74,79
"628",2017-01-24,"Ball St.","Eastern Mich.","A","W",88,80
"629",2017-01-28,"Ball St.","Western Mich.","H","W",84,78
"630",2017-01-31,"Ball St.","Toledo","H","W",81,80
"631",2017-02-03,"Ball St.","Buffalo","H","L",69,96
"632",2017-02-07,"Ball St.","Akron","A","L",63,65
"633",2017-02-10,"Ball St.","Ohio","H","L",77,79
"634",2017-02-14,"Ball St.","Northern Ill.","A","W",81,72
"635",2017-02-18,"Ball St.","Central Mich.","A","W",109,100
"636",2017-02-21,"Ball St.","Eastern Mich.","H","-",NA,NA
"637",2017-02-25,"Ball St.","Western Mich.","A","-",NA,NA
"638",2017-02-28,"Ball St.","Toledo","A","-",NA,NA
"639",2017-03-03,"Ball St.","Northern Ill.","H","-",NA,NA
"640",2016-11-11,"Baylor","Oral Roberts","H","W",76,61
"641",2016-11-15,"Baylor","Oregon","H","W",66,49
"642",2016-11-18,"Baylor","FGCU","H","W",81,72
"643",2016-11-23,"Baylor","VCU","N","W",71,63
"644",2016-11-24,"Baylor","Michigan St.","N","W",73,58
"645",2016-11-25,"Baylor","Louisville","N","W",66,63
"646",2016-11-30,"Baylor","Sam Houston St.","H","W",79,45
"647",2016-12-03,"Baylor","Xavier","H","W",76,61
"648",2016-12-14,"Baylor","Southern U.","H","W",89,59
"649",2016-12-17,"Baylor","Jackson St.","H","W",82,57
"650",2016-12-18,"Baylor","John Brown","H","W",107,53
"651",2016-12-21,"Baylor","Texas Southern","H","W",89,63
"652",2016-12-30,"Baylor","Oklahoma","A","W",76,50
"653",2017-01-04,"Baylor","Iowa St.","H","W",65,63
"654",2017-01-07,"Baylor","Oklahoma St.","H","W",61,57
"655",2017-01-10,"Baylor","West Virginia","A","L",68,89
"656",2017-01-14,"Baylor","Kansas St.","A","W",77,68
"657",2017-01-17,"Baylor","Texas","H","W",74,64
"658",2017-01-21,"Baylor","TCU","A","W",62,53
"659",2017-01-25,"Baylor","Texas Tech","H","W",65,61
"660",2017-01-28,"Baylor","Ole Miss","A","W",78,75
"661",2017-02-01,"Baylor","Kansas","A","L",68,73
"662",2017-02-04,"Baylor","Kansas St.","H","L",54,56
"663",2017-02-08,"Baylor","Oklahoma St.","A","W",72,69
"664",2017-02-11,"Baylor","TCU","H","W",70,52
"665",2017-02-13,"Baylor","Texas Tech","A","L",78,84
"666",2017-02-18,"Baylor","Kansas","H","L",65,67
"667",2017-02-21,"Baylor","Oklahoma","H","-",NA,NA
"668",2017-02-25,"Baylor","Iowa St.","A","-",NA,NA
"669",2017-02-27,"Baylor","West Virginia","H","-",NA,NA
"670",2017-03-04,"Baylor","Texas","A","-",NA,NA
"671",2016-11-15,"Belmont","Vanderbilt","A","L",66,80
"672",2016-11-19,"Belmont","Western Ky.","H","W",90,69
"673",2016-11-21,"Belmont","Florida","N","L",61,78
"674",2016-11-25,"Belmont","Rhode Island","A","L",73,82
"675",2016-11-29,"Belmont","Lipscomb","H","W",64,62
"676",2016-12-03,"Belmont","Pepperdine","A","W",85,77
"677",2016-12-06,"Belmont","Lipscomb","A","W",78,76
"678",2016-12-14,"Belmont","Middle Tenn.","H","L",66,79
"679",2016-12-19,"Belmont","Milwaukee","A","W",62,56
"680",2016-12-22,"Belmont","Cleveland St.","H","W",88,61
"681",2016-12-31,"Belmont","Austin Peay","A","W",82,77
"682",2017-01-05,"Belmont","UT Martin","H","W",83,67
"683",2017-01-07,"Belmont","Southeast Mo. St.","H","W",87,75
"684",2017-01-12,"Belmont","Morehead St.","A","W",84,78
"685",2017-01-14,"Belmont","Eastern Ky.","A","W",72,59
"686",2017-01-19,"Belmont","Jacksonville St.","H","W",77,60
"687",2017-01-21,"Belmont","Tennessee Tech","H","W",82,70
"688",2017-01-25,"Belmont","Eastern Ill.","A","W",77,64
"689",2017-01-28,"Belmont","Tennessee St.","A","W",93,76
"690",2017-01-30,"Belmont","SIUE","H","W",92,69
"691",2017-02-02,"Belmont","Murray St.","A","W",81,69
"692",2017-02-09,"Belmont","Jacksonville St.","A","W",66,53
"693",2017-02-11,"Belmont","Tennessee Tech","A","L",70,83
"694",2017-02-16,"Belmont","Eastern Ky.","H","W",76,72
"695",2017-02-18,"Belmont","Morehead St.","H","W",89,73
"696",2017-02-21,"Belmont","Trevecca Nazarene","H","-",NA,NA
"697",2017-02-25,"Belmont","Tennessee St.","H","-",NA,NA
"698",2016-11-11,"Bethune-Cookman","St. John's (NY)","A","L",53,100
"699",2016-11-16,"Bethune-Cookman","Kennesaw St.","H","W",75,72
"700",2016-11-18,"Bethune-Cookman","Trinity (FL)","H","W",82,52
"701",2016-11-20,"Bethune-Cookman","New Mexico St.","A","L",73,89
"702",2016-11-22,"Bethune-Cookman","San Diego","A","L",91,96
"703",2016-11-25,"Bethune-Cookman","Nicholls St.","N","L",69,76
"704",2016-11-26,"Bethune-Cookman","Samford","A","L",65,93
"705",2016-12-03,"Bethune-Cookman","Cleveland St.","A","L",62,73
"706",2016-12-05,"Bethune-Cookman","Jacksonville","H","L",66,76
"707",2016-12-10,"Bethune-Cookman","Florida Col.","H","W",81,79
"708",2016-12-12,"Bethune-Cookman","South Fla.","A","L",73,79
"709",2016-12-17,"Bethune-Cookman","UT Martin","A","L",72,97
"710",2016-12-21,"Bethune-Cookman","UCF","A","L",41,71
"711",2017-01-04,"Bethune-Cookman","Savannah St.","A","L",91,104
"712",2017-01-07,"Bethune-Cookman","Morgan St.","H","L",63,69
"713",2017-01-09,"Bethune-Cookman","Coppin St.","H","L",73,76
"714",2017-01-14,"Bethune-Cookman","South Carolina St.","A","L",74,78
"715",2017-01-16,"Bethune-Cookman","Florida A&M","A","W",82,76
"716",2017-01-21,"Bethune-Cookman","UMES","H","L",79,82
"717",2017-01-28,"Bethune-Cookman","Norfolk St.","A","L",66,73
"718",2017-02-01,"Bethune-Cookman","Stetson","H","L",67,76
"719",2017-02-04,"Bethune-Cookman","Delaware St.","H","L",82,88
"720",2017-02-06,"Bethune-Cookman","Howard","H","W",71,67
"721",2017-02-11,"Bethune-Cookman","Coppin St.","A","L",72,76
"722",2017-02-13,"Bethune-Cookman","UMES","A","L",81,82
"723",2017-02-18,"Bethune-Cookman","Hampton","H","W",62,61
"724",2017-02-20,"Bethune-Cookman","Norfolk St.","H","-",NA,NA
"725",2017-02-25,"Bethune-Cookman","N.C. Central","A","-",NA,NA
"726",2017-02-27,"Bethune-Cookman","N.C. A&T","A","-",NA,NA
"727",2017-03-02,"Bethune-Cookman","Florida A&M","H","-",NA,NA
"728",2016-11-11,"Binghamton","Cornell","H","W",68,62
"729",2016-11-14,"Binghamton","St. John's (NY)","A","L",61,77
"730",2016-11-16,"Binghamton","Central Conn. St.","H","W",72,70
"731",2016-11-18,"Binghamton","VCU","A","L",42,81
"732",2016-11-22,"Binghamton","Ave Maria","A","W",95,77
"733",2016-11-23,"Binghamton","FGCU","A","L",53,69
"734",2016-11-24,"Binghamton","Long Beach St.","N","W",72,64
"735",2016-11-27,"Binghamton","FIU","A","L",57,74
"736",2016-11-30,"Binghamton","Mansfield","H","W",91,71
"737",2016-12-03,"Binghamton","Saint Francis (PA)","A","W",73,70
"738",2016-12-07,"Binghamton","Colgate","A","W",73,64
"739",2016-12-10,"Binghamton","Loyola Maryland","H","L",85,90
"740",2016-12-17,"Binghamton","Delaware St.","H","W",85,66
"741",2016-12-21,"Binghamton","Army West Point","A","L",60,71
"742",2016-12-30,"Binghamton","Marywood","H","W",101,54
"743",2017-01-05,"Binghamton","UMBC","A","L",71,85
"744",2017-01-08,"Binghamton","UMass Lowell","H","L",75,79
"745",2017-01-11,"Binghamton","Vermont","H","L",50,67
"746",2017-01-14,"Binghamton","New Hampshire","A","L",66,73
"747",2017-01-19,"Binghamton","Albany (NY)","A","L",65,84
"748",2017-01-22,"Binghamton","Stony Brook","H","W",71,67
"749",2017-01-25,"Binghamton","Hartford","H","W",76,55
"750",2017-01-29,"Binghamton","Maine","A","W",65,54
"751",2017-02-01,"Binghamton","UMBC","H","L",74,92
"752",2017-02-04,"Binghamton","UMass Lowell","A","L",59,60
"753",2017-02-06,"Binghamton","Vermont","A","L",51,71
"754",2017-02-09,"Binghamton","Albany (NY)","H","L",54,66
"755",2017-02-12,"Binghamton","New Hampshire","H","L",55,63
"756",2017-02-18,"Binghamton","Stony Brook","A","L",55,76
"757",2017-02-22,"Binghamton","Hartford","A","-",NA,NA
"758",2017-02-25,"Binghamton","Maine","H","-",NA,NA
"759",2016-11-12,"Boise St.","Northwest (WA)","H","W",85,46
"760",2016-11-17,"Boise St.","Col. of Charleston","A","L",47,60
"761",2016-11-18,"Boise St.","Mississippi St.","N","L",68,80
"762",2016-11-20,"Boise St.","Western Mich.","N","W",91,70
"763",2016-11-25,"Boise St.","Presbyterian","H","W",82,56
"764",2016-11-28,"Boise St.","Oregon","A","L",63,68
"765",2016-11-30,"Boise St.","SMU","H","W",71,62
"766",2016-12-03,"Boise St.","Evansville","A","L",67,72
"767",2016-12-05,"Boise St.","Loyola Marymount","A","W",80,79
"768",2016-12-18,"Boise St.","Idaho St.","H","W",82,59
"769",2016-12-21,"Boise St.","CSUN","H","W",79,62
"770",2016-12-28,"Boise St.","Utah St.","A","W",83,80
"771",2016-12-31,"Boise St.","Colorado St.","H","W",74,73
"772",2017-01-04,"Boise St.","UNLV","A","W",77,59
"773",2017-01-07,"Boise St.","San Diego St.","H","W",78,66
"774",2017-01-14,"Boise St.","Fresno St.","A","L",80,89
"775",2017-01-17,"Boise St.","New Mexico","H","L",70,81
"776",2017-01-21,"Boise St.","San Jose St.","A","W",75,65
"777",2017-01-25,"Boise St.","Nevada","H","L",57,76
"778",2017-01-28,"Boise St.","Wyoming","A","W",80,65
"779",2017-01-31,"Boise St.","Colorado St.","A","W",79,76
"780",2017-02-04,"Boise St.","Utah St.","H","W",72,70
"781",2017-02-11,"Boise St.","Air Force","H","W",76,66
"782",2017-02-14,"Boise St.","New Mexico","A","L",73,78
"783",2017-02-18,"Boise St.","Wyoming","H","W",91,87
"784",2017-02-22,"Boise St.","Nevada","A","-",NA,NA
"785",2017-02-25,"Boise St.","San Jose St.","H","-",NA,NA
"786",2017-02-28,"Boise St.","Fresno St.","H","-",NA,NA
"787",2017-03-04,"Boise St.","Air Force","A","-",NA,NA
"788",2016-11-11,"Boston College","Nicholls St.","H","L",73,79
"789",2016-11-15,"Boston College","UMES","H","W",73,57
"790",2016-11-20,"Boston College","Stony Brook","H","W",82,75
"791",2016-11-22,"Boston College","Towson","H","W",80,70
"792",2016-11-25,"Boston College","Kansas St.","N","L",54,72
